order_id,created_at,status,currency,total
SO-10090,2026-08-26 13:42,refunded,EUR,367.18
SO-10262,2026-08-26 13:45,refunded,EUR,419.14
SO-10086,2026-08-26 15:10,paid,EUR,321.01
SO-10849,2026-08-26 15:59,paid,EUR,89.48
SO-10685,2026-08-26 17:14,paid,EUR,151.96
SO-10322,2026-08-26 17:28,paid,EUR,359.17
SO-11184,2026-08-26 17:40,paid,EUR,401.14
SO-10561,2026-08-26 17:59,paid,EUR,351.29
SO-10386,2026-08-26 18:00,refunded,EUR,85.60
SO-10547,2026-08-26 18:20,paid,EUR,323.23
SO-10978,2026-08-26 18:21,paid,EUR,209.99
SO-10007,2026-08-26 19:59,cancelled,EUR,171.15
SO-10494,2026-08-26 20:39,paid,EUR,245.19
SO-10542,2026-08-26 20:45,paid,EUR,233.23
SO-10928,2026-08-26 22:03,paid,EUR,42.56
SO-10918,2026-08-27 00:00,refunded,EUR,33.79
SO-10761,2026-08-27 00:09,refunded,EUR,162.16
SO-10042,2026-08-27 00:27,paid,EUR,241.56
SO-10021,2026-08-27 00:34,paid,EUR,144.70
SO-10314,2026-08-27 01:39,cancelled,EUR,95.52
SO-10050,2026-08-27 02:46,paid,EUR,168.90
SO-10618,2026-08-27 03:20,refunded,EUR,33.29
SO-10656,2026-08-27 05:04,refunded,EUR,177.60
SO-10883,2026-08-27 05:41,paid,EUR,136.56
SO-10317,2026-08-27 06:17,paid,EUR,474.05
SO-10808,2026-08-27 06:20,paid,EUR,115.12
SO-10235,2026-08-27 07:20,paid,EUR,299.58
SO-10462,2026-08-27 07:26,cancelled,EUR,427.35
SO-11153,2026-08-27 08:46,paid,EUR,316.75
SO-11071,2026-08-27 09:41,paid,EUR,319.78
SO-10329,2026-08-27 10:16,paid,EUR,381.95
SO-10841,2026-08-27 11:01,paid,EUR,191.21
SO-10357,2026-08-27 12:18,paid,EUR,173.34
SO-10590,2026-08-27 12:46,paid,EUR,127.22
SO-10728,2026-08-27 13:06,paid,EUR,343.41
SO-10309,2026-08-27 13:21,paid,EUR,190.03
SO-11094,2026-08-27 13:22,paid,EUR,43.25
SO-10973,2026-08-27 14:36,paid,EUR,406.25
SO-10139,2026-08-27 14:46,paid,EUR,86.43
SO-10911,2026-08-27 15:31,paid,EUR,319.76
SO-11112,2026-08-27 16:18,cancelled,EUR,404.77
SO-11013,2026-08-27 16:19,paid,EUR,153.24
SO-10546,2026-08-27 17:53,paid,EUR,130.86
SO-10619,2026-08-27 20:20,paid,EUR,278.31
SO-10795,2026-08-27 21:13,cancelled,EUR,53.64
SO-10170,2026-08-27 21:27,paid,EUR,410.22
SO-10359,2026-08-27 21:30,paid,EUR,365.18
SO-10057,2026-08-27 23:21,refunded,EUR,117.47
SO-10025,2026-08-28 00:23,paid,EUR,273.51
SO-10615,2026-08-28 01:48,paid,EUR,46.23
SO-10396,2026-08-28 03:53,refunded,EUR,403.34
SO-10214,2026-08-28 03:58,cancelled,EUR,394.98
SO-10475,2026-08-28 05:39,cancelled,EUR,201.97
SO-10773,2026-08-28 06:07,refunded,EUR,39.68
SO-10658,2026-08-28 07:06,cancelled,EUR,389.43
SO-11120,2026-08-28 07:27,refunded,EUR,32.37
SO-10777,2026-08-28 07:32,paid,EUR,244.40
SO-10236,2026-08-28 07:34,paid,EUR,263.56
SO-10064,2026-08-28 07:58,paid,EUR,321.05
SO-10023,2026-08-28 08:56,cancelled,EUR,39.95
SO-10273,2026-08-28 09:10,paid,EUR,193.92
SO-10708,2026-08-28 09:40,refunded,EUR,395.89
SO-10192,2026-08-28 10:08,paid,EUR,163.23
SO-10207,2026-08-28 10:13,paid,EUR,391.73
SO-10419,2026-08-28 11:12,paid,EUR,60.25
SO-10630,2026-08-28 11:16,paid,EUR,296.10
SO-10686,2026-08-28 11:19,refunded,EUR,445.37
SO-10797,2026-08-28 11:40,refunded,EUR,381.43
SO-10503,2026-08-28 11:57,paid,EUR,422.66
SO-10495,2026-08-28 13:23,paid,EUR,201.78
SO-10933,2026-08-28 13:42,paid,EUR,17.13
SO-10594,2026-08-28 13:49,paid,EUR,221.53
SO-10976,2026-08-28 16:45,paid,EUR,117.74
SO-10771,2026-08-28 17:57,paid,EUR,28.90
SO-10117,2026-08-28 18:09,paid,EUR,287.24
SO-11138,2026-08-28 18:15,paid,EUR,335.97
SO-11168,2026-08-28 19:44,cancelled,EUR,178.59
SO-10485,2026-08-28 20:33,paid,EUR,189.74
SO-10652,2026-08-28 22:02,paid,EUR,125.81
SO-10690,2026-08-28 22:20,paid,EUR,79.73
SO-11041,2026-08-28 22:43,cancelled,EUR,146.49
SO-11070,2026-08-28 22:51,paid,EUR,45.49
SO-10802,2026-08-28 22:55,paid,EUR,291.33
SO-10953,2026-08-28 23:03,paid,EUR,194.86
SO-10696,2026-08-29 01:45,paid,EUR,251.38
SO-10736,2026-08-29 02:01,cancelled,EUR,402.54
SO-10608,2026-08-29 02:08,paid,EUR,393.41
SO-10103,2026-08-29 04:38,paid,EUR,58.45
SO-10628,2026-08-29 06:22,paid,EUR,191.52
SO-10118,2026-08-29 06:32,paid,EUR,308.79
SO-11143,2026-08-29 06:37,paid,EUR,446.53
SO-10159,2026-08-29 06:54,cancelled,EUR,14.77
SO-10152,2026-08-29 07:08,cancelled,EUR,114.33
SO-11091,2026-08-29 08:16,paid,EUR,304.74
SO-11179,2026-08-29 08:31,paid,EUR,362.56
SO-10189,2026-08-29 09:25,paid,EUR,192.01
SO-10477,2026-08-29 09:54,paid,EUR,298.14
SO-11182,2026-08-29 10:07,paid,EUR,29.14
SO-10211,2026-08-29 10:35,paid,EUR,265.17
SO-10853,2026-08-29 11:07,paid,EUR,269.11
SO-10987,2026-08-29 12:03,paid,EUR,383.04
SO-11007,2026-08-29 12:19,paid,EUR,336.57
SO-10283,2026-08-29 12:45,paid,EUR,71.89
SO-10456,2026-08-29 13:12,paid,EUR,88.23
SO-10601,2026-08-29 13:42,paid,EUR,357.26
SO-10204,2026-08-29 14:49,cancelled,EUR,52.74
SO-11084,2026-08-29 15:08,paid,EUR,259.64
SO-11050,2026-08-29 15:32,cancelled,EUR,164.20
SO-11105,2026-08-29 16:19,paid,EUR,58.67
SO-10156,2026-08-29 19:07,paid,EUR,107.95
SO-10934,2026-08-29 20:12,paid,EUR,337.22
SO-10337,2026-08-29 20:21,cancelled,EUR,43.74
SO-10446,2026-08-29 21:17,paid,EUR,462.98
SO-10467,2026-08-29 21:18,paid,EUR,279.58
SO-10341,2026-08-29 21:25,paid,EUR,201.79
SO-10308,2026-08-29 21:41,refunded,EUR,29.90
SO-10541,2026-08-29 21:53,paid,EUR,399.84
SO-10835,2026-08-29 22:06,paid,EUR,272.99
SO-10158,2026-08-29 23:44,paid,EUR,371.08
SO-10919,2026-08-30 00:27,paid,EUR,400.46
SO-10451,2026-08-30 01:11,paid,EUR,447.18
SO-10632,2026-08-30 02:58,paid,EUR,131.45
SO-10515,2026-08-30 03:42,paid,EUR,244.46
SO-10902,2026-08-30 04:35,paid,EUR,198.77
SO-11004,2026-08-30 04:41,paid,EUR,451.16
SO-11057,2026-08-30 08:27,paid,EUR,357.35
SO-10588,2026-08-30 08:32,paid,EUR,182.86
SO-10580,2026-08-30 08:40,cancelled,EUR,87.59
SO-10673,2026-08-30 09:43,paid,EUR,155.47
SO-10171,2026-08-30 10:45,paid,EUR,47.49
SO-10960,2026-08-30 10:51,paid,EUR,385.03
SO-10921,2026-08-30 13:10,paid,EUR,381.41
SO-10153,2026-08-30 13:39,paid,EUR,330.72
SO-10331,2026-08-30 13:52,paid,EUR,373.23
SO-10990,2026-08-30 14:05,paid,EUR,194.73
SO-10687,2026-08-30 14:07,paid,EUR,451.73
SO-11058,2026-08-30 15:00,cancelled,EUR,265.59
SO-10966,2026-08-30 15:34,paid,EUR,77.37
SO-10003,2026-08-30 15:36,paid,EUR,413.63
SO-10132,2026-08-30 15:52,paid,EUR,229.12
SO-10642,2026-08-30 15:53,paid,EUR,192.01
SO-10457,2026-08-30 17:09,paid,EUR,161.86
SO-10497,2026-08-30 17:35,paid,EUR,296.45
SO-11197,2026-08-30 18:31,paid,EUR,331.45
SO-10352,2026-08-30 19:03,paid,EUR,49.94
SO-10392,2026-08-30 19:03,paid,EUR,66.15
SO-10415,2026-08-30 19:54,paid,EUR,278.95
SO-10323,2026-08-30 19:56,paid,EUR,44.87
SO-10733,2026-08-30 20:20,refunded,EUR,218.34
SO-10624,2026-08-30 21:00,paid,EUR,149.50
SO-10328,2026-08-30 21:21,paid,EUR,462.29
SO-10961,2026-08-30 21:23,paid,EUR,37.19
SO-10774,2026-08-30 21:27,paid,EUR,376.11
SO-11160,2026-08-30 22:05,paid,EUR,55.58
SO-10749,2026-08-30 23:39,paid,EUR,305.55
SO-11137,2026-08-31 01:42,paid,EUR,450.52
SO-10644,2026-08-31 02:43,paid,EUR,472.64
SO-11134,2026-08-31 04:27,paid,EUR,251.16
SO-10526,2026-08-31 05:07,paid,EUR,77.95
SO-10369,2026-08-31 06:56,paid,EUR,243.33
SO-10676,2026-08-31 07:14,cancelled,EUR,330.57
SO-10312,2026-08-31 07:18,paid,EUR,178.82
SO-10005,2026-08-31 07:37,refunded,EUR,51.05
SO-10131,2026-08-31 08:22,refunded,EUR,123.23
SO-10945,2026-08-31 08:32,paid,EUR,253.39
SO-10408,2026-08-31 08:47,paid,EUR,388.93
SO-10112,2026-08-31 09:18,cancelled,EUR,223.60
SO-10950,2026-08-31 10:04,cancelled,EUR,355.74
SO-10671,2026-08-31 10:13,paid,EUR,67.83
SO-10622,2026-08-31 10:59,cancelled,EUR,185.57
SO-10788,2026-08-31 11:11,refunded,EUR,316.90
SO-10876,2026-08-31 11:25,paid,EUR,137.29
SO-10216,2026-08-31 12:00,paid,EUR,150.73
SO-10481,2026-08-31 12:04,paid,EUR,451.67
SO-10810,2026-08-31 12:05,cancelled,EUR,316.97
SO-11081,2026-08-31 12:22,paid,EUR,33.34
SO-11139,2026-08-31 13:12,paid,EUR,274.27
SO-11018,2026-08-31 13:15,refunded,EUR,132.94
SO-10267,2026-08-31 13:45,paid,EUR,282.43
SO-11085,2026-08-31 15:02,paid,EUR,166.55
SO-11099,2026-08-31 15:03,refunded,EUR,131.48
SO-10278,2026-08-31 16:03,paid,EUR,299.01
SO-10268,2026-08-31 17:00,paid,EUR,158.15
SO-10661,2026-08-31 17:02,paid,EUR,154.62
SO-10857,2026-08-31 17:17,paid,EUR,165.13
SO-10410,2026-08-31 17:34,paid,EUR,120.30
SO-11146,2026-08-31 18:13,paid,EUR,444.36
SO-11043,2026-08-31 18:34,refunded,EUR,210.16
SO-11163,2026-08-31 19:45,refunded,EUR,402.29
SO-10181,2026-08-31 19:54,paid,EUR,37.74
SO-10768,2026-08-31 21:39,paid,EUR,465.28
SO-10271,2026-08-31 22:16,paid,EUR,153.68
SO-10532,2026-08-31 22:32,paid,EUR,222.85
SO-11149,2026-08-31 23:48,paid,EUR,240.97
SO-10577,2026-09-01 00:25,paid,EUR,72.69
SO-10024,2026-09-01 00:29,paid,EUR,389.21
SO-10637,2026-09-01 01:02,paid,EUR,269.10
SO-10745,2026-09-01 01:30,refunded,EUR,40.69
SO-11083,2026-09-01 01:35,paid,EUR,156.48
SO-10765,2026-09-01 02:01,paid,EUR,79.90
SO-10995,2026-09-01 02:03,paid,EUR,338.93
SO-10610,2026-09-01 02:19,cancelled,EUR,243.91
SO-10530,2026-09-01 02:34,paid,EUR,284.16
SO-10239,2026-09-01 03:24,paid,EUR,57.15
SO-10700,2026-09-01 04:13,cancelled,EUR,361.94
SO-10177,2026-09-01 04:17,paid,EUR,140.58
SO-10778,2026-09-01 04:36,paid,EUR,122.63
SO-10791,2026-09-01 05:02,cancelled,EUR,321.06
SO-10119,2026-09-01 05:38,paid,EUR,221.81
SO-10014,2026-09-01 05:45,paid,EUR,222.82
SO-10155,2026-09-01 05:45,refunded,EUR,379.83
SO-10488,2026-09-01 06:21,paid,EUR,96.20
SO-10527,2026-09-01 07:26,paid,EUR,82.44
SO-10289,2026-09-01 07:47,paid,EUR,281.88
SO-10493,2026-09-01 07:48,refunded,EUR,455.85
SO-10518,2026-09-01 08:34,paid,EUR,476.56
SO-10113,2026-09-01 08:40,paid,EUR,405.85
