payment_id,order_id,paid_at,currency,amount,fee
PY-700798,SO-10846,2026-08-25 06:43,EUR,22.82,0.57
PY-700800,SO-10114,2026-08-25 06:57,EUR,309.58,4.58
PY-700797,SO-10647,2026-08-25 06:58,EUR,234.81,3.54
PY-700799,SO-10405,2026-08-25 07:25,EUR,269.85,4.03
PY-700802,SO-10223,2026-08-25 08:30,EUR,354.84,5.22
PY-700801,SO-10389,2026-08-25 08:37,EUR,238.37,3.59
PY-700803,SO-10570,2026-08-25 10:14,EUR,478.97,6.96
PY-700804,SO-10964,2026-08-25 10:38,EUR,172.22,2.66
PY-700805,SO-10362,2026-08-25 10:59,EUR,392.65,5.75
PY-700806,SO-10079,2026-08-25 11:23,EUR,258.94,3.88
PY-700807,SO-10466,2026-08-25 11:34,EUR,111.89,1.82
PY-700808,SO-11193,2026-08-25 12:55,EUR,167.35,2.59
PY-700809,SO-10265,2026-08-25 12:58,EUR,184.96,2.84
PY-700810,SO-10850,2026-08-25 15:34,EUR,31.25,0.69
PY-700811,SO-10463,2026-08-25 16:19,EUR,103.90,1.70
PY-700812,SO-10203,2026-08-25 16:53,EUR,162.33,2.52
PY-700813,SO-11166,2026-08-25 17:54,EUR,87.44,1.47
PY-700814,SO-10639,2026-08-25 18:08,EUR,414.96,6.06
PY-700816,SO-10234,2026-08-25 20:50,EUR,464.43,6.75
PY-700815,SO-11097,2026-08-25 21:12,EUR,470.56,6.84
PY-700817,SO-10062,2026-08-25 22:09,EUR,408.43,5.97
PY-700818,SO-10621,2026-08-25 22:09,EUR,66.11,1.18
PY-700819,SO-11103,2026-08-25 22:20,EUR,176.21,2.72
PY-700820,SO-10707,2026-08-25 22:24,EUR,211.96,3.22
PY-700821,SO-10391,2026-08-25 22:59,EUR,250.10,3.75
PY-700823,SO-11024,2026-08-25 23:00,EUR,301.17,4.47
PY-700822,SO-10666,2026-08-25 23:05,EUR,357.51,5.26
PY-700824,SO-10478,2026-08-26 01:00,EUR,383.45,5.62
PY-700825,SO-10185,2026-08-26 02:35,EUR,330.55,4.88
PY-700826,SO-10097,2026-08-26 03:03,EUR,425.89,6.21
PY-700827,SO-11012,2026-08-26 03:59,EUR,200.39,3.06
PY-700828,SO-10818,2026-08-26 04:25,EUR,127.97,2.04
PY-700829,SO-10445,2026-08-26 07:05,EUR,83.64,1.42
PY-700830,SO-11183,2026-08-26 07:19,EUR,81.26,1.39
PY-700831,SO-10667,2026-08-26 08:22,EUR,467.72,6.80
PY-700832,SO-10479,2026-08-26 08:38,EUR,420.74,6.14
PY-700833,SO-10743,2026-08-26 09:31,EUR,414.01,6.05
PY-700834,SO-10164,2026-08-26 10:01,EUR,177.30,2.73
PY-700835,SO-10951,2026-08-26 10:10,EUR,15.28,0.46
PY-700836,SO-10376,2026-08-26 10:49,EUR,71.72,1.25
PY-700837,SO-10954,2026-08-26 11:13,EUR,313.85,4.64
PY-700838,SO-10038,2026-08-26 11:47,EUR,63.37,1.14
PY-700839,SO-10985,2026-08-26 13:13,EUR,342.50,5.05
PY-700840,SO-10516,2026-08-26 13:19,EUR,284.51,4.23
PY-700843,SO-10807,2026-08-26 13:42,EUR,20.57,0.54
PY-700841,SO-11115,2026-08-26 13:43,EUR,21.14,0.55
PY-700844,SO-10470,2026-08-26 13:47,EUR,112.59,1.83
PY-700845,SO-10090,2026-08-26 13:51,EUR,367.18,5.39
PY-700846,SO-10262,2026-08-26 13:57,EUR,419.14,6.12
PY-700842,SO-10270,2026-08-26 14:01,EUR,446.68,6.50
PY-700847,SO-10086,2026-08-26 15:42,USD,321.01,4.74
PY-700848,SO-10849,2026-08-26 16:25,EUR,89.48,1.50
PY-700849,SO-10685,2026-08-26 17:50,EUR,151.96,2.38
PY-700851,SO-11184,2026-08-26 17:53,EUR,401.14,5.87
PY-700850,SO-10322,2026-08-26 17:55,EUR,359.17,5.28
PY-700852,SO-10561,2026-08-26 18:25,EUR,351.29,5.17
PY-700854,SO-10547,2026-08-26 18:29,EUR,323.23,4.78
PY-700853,SO-10386,2026-08-26 18:39,EUR,85.60,1.45
PY-700855,SO-10978,2026-08-26 18:53,EUR,209.99,3.19
PY-700856,SO-10494,2026-08-26 21:05,EUR,245.19,3.68
PY-700857,SO-10542,2026-08-26 21:20,EUR,233.23,3.52
PY-700858,SO-10928,2026-08-26 22:20,EUR,42.56,0.85
PY-700860,SO-10761,2026-08-27 00:26,EUR,162.16,2.52
PY-700859,SO-10918,2026-08-27 00:39,EUR,33.79,0.72
PY-700862,SO-10021,2026-08-27 00:57,EUR,144.70,2.28
PY-700861,SO-10042,2026-08-27 01:07,EUR,241.56,3.63
PY-700863,SO-10050,2026-08-27 03:04,EUR,168.90,2.61
PY-700864,SO-10618,2026-08-27 03:35,EUR,33.29,0.72
PY-700865,SO-10656,2026-08-27 05:37,EUR,177.60,2.74
PY-700866,SO-10883,2026-08-27 05:55,EUR,136.56,2.16
PY-700868,SO-10808,2026-08-27 06:29,EUR,115.12,1.86
PY-700867,SO-10317,2026-08-27 06:56,EUR,474.05,6.89
PY-700869,SO-10235,2026-08-27 07:41,EUR,299.58,4.44
PY-700870,SO-11153,2026-08-27 09:01,EUR,316.75,4.68
PY-700871,SO-11071,2026-08-27 10:13,EUR,319.78,4.73
PY-700872,SO-10329,2026-08-27 10:23,EUR,381.95,5.60
PY-700873,SO-10841,2026-08-27 11:39,EUR,191.21,2.93
PY-700874,SO-10357,2026-08-27 12:29,EUR,173.34,2.68
PY-700876,SO-10728,2026-08-27 13:11,EUR,343.41,5.06
PY-700875,SO-10590,2026-08-27 13:13,EUR,127.22,2.03
PY-700878,SO-11094,2026-08-27 13:40,EUR,43.25,0.86
PY-700877,SO-10309,2026-08-27 13:49,EUR,190.03,2.91
PY-700880,SO-10139,2026-08-27 15:04,EUR,86.43,1.46
PY-700879,SO-10973,2026-08-27 15:09,EUR,406.25,5.94
PY-700881,SO-10911,2026-08-27 15:47,EUR,319.76,4.73
PY-700882,SO-11013,2026-08-27 16:58,EUR,153.24,2.40
PY-700883,SO-10546,2026-08-27 18:25,EUR,130.86,2.08
PY-700884,SO-10619,2026-08-27 20:50,EUR,278.31,4.15
PY-700886,SO-10359,2026-08-27 21:33,EUR,365.18,5.36
PY-700885,SO-10170,2026-08-27 21:34,EUR,410.22,5.99
PY-700887,SO-10057,2026-08-27 23:58,EUR,117.47,1.89
PY-700888,SO-10025,2026-08-28 00:50,EUR,273.51,4.08
PY-700889,SO-10615,2026-08-28 01:52,EUR,46.23,0.90
PY-700890,SO-10396,2026-08-28 03:54,EUR,403.34,5.90
PY-700891,SO-10773,2026-08-28 06:39,EUR,39.68,0.81
PY-700893,SO-10777,2026-08-28 07:43,EUR,244.40,3.67
PY-700892,SO-11120,2026-08-28 07:49,EUR,32.37,0.70
PY-700894,SO-10236,2026-08-28 08:00,EUR,263.56,3.94
PY-700895,SO-10064,2026-08-28 08:01,EUR,321.05,4.74
PY-700896,SO-10273,2026-08-28 09:44,EUR,193.92,2.96
PY-700897,SO-10708,2026-08-28 09:58,EUR,395.89,5.79
PY-700898,SO-10192,2026-08-28 10:27,EUR,163.23,2.54
PY-700899,SO-10207,2026-08-28 10:30,EUR,391.73,5.73
PY-700902,SO-10686,2026-08-28 11:39,EUR,445.37,6.49
PY-700900,SO-10419,2026-08-28 11:43,EUR,60.25,1.09
PY-700901,SO-10630,2026-08-28 11:45,EUR,296.10,4.40
PY-700903,SO-10797,2026-08-28 12:02,EUR,381.43,5.59
PY-700904,SO-10503,2026-08-28 12:02,EUR,422.66,6.17
PY-700905,SO-10495,2026-08-28 13:24,EUR,201.78,3.07
PY-700906,SO-10933,2026-08-28 13:53,EUR,17.13,0.49
PY-700907,SO-10594,2026-08-28 14:06,EUR,221.53,3.35
PY-700908,SO-10976,2026-08-28 17:11,EUR,117.74,1.90
PY-700909,SO-10771,2026-08-28 18:20,EUR,28.90,0.65
PY-700910,SO-10117,2026-08-28 18:32,EUR,287.24,4.27
PY-700911,SO-11138,2026-08-28 18:55,EUR,335.97,4.95
PY-700912,SO-10485,2026-08-28 21:07,EUR,189.74,2.91
PY-700913,SO-10652,2026-08-28 22:17,EUR,125.81,2.01
PY-700914,SO-10690,2026-08-28 22:23,EUR,76.38,1.37
PY-700915,SO-11070,2026-08-28 23:00,EUR,45.49,0.89
PY-700917,SO-10953,2026-08-28 23:11,EUR,194.86,2.98
PY-700916,SO-10802,2026-08-28 23:30,EUR,291.33,4.33
PY-700918,SO-10696,2026-08-29 02:00,EUR,251.38,3.77
PY-700919,SO-10608,2026-08-29 02:11,EUR,393.41,5.76
PY-700920,SO-10103,2026-08-29 04:41,EUR,58.45,1.07
PY-700922,SO-10118,2026-08-29 06:41,EUR,308.79,4.57
PY-700921,SO-10628,2026-08-29 06:55,EUR,191.52,2.93
PY-700923,SO-11143,2026-08-29 07:08,EUR,446.53,6.50
PY-700924,SO-11091,2026-08-29 08:21,EUR,304.74,4.52
PY-700925,SO-11179,2026-08-29 08:40,EUR,362.56,5.33
PY-700926,SO-10189,2026-08-29 10:05,EUR,192.01,2.94
PY-700928,SO-11182,2026-08-29 10:14,EUR,29.14,0.66
PY-700927,SO-10477,2026-08-29 10:29,EUR,298.14,4.42
PY-700929,SO-10211,2026-08-29 10:39,EUR,265.17,3.96
PY-700930,SO-10853,2026-08-29 11:11,EUR,269.11,4.02
PY-700931,SO-10987,2026-08-29 12:31,EUR,383.04,5.61
PY-700932,SO-11007,2026-08-29 12:56,EUR,336.57,4.96
PY-700933,SO-10283,2026-08-29 13:19,EUR,71.89,1.26
PY-700934,SO-10456,2026-08-29 13:30,EUR,88.23,1.49
PY-700935,SO-10601,2026-08-29 13:54,EUR,357.26,5.25
PY-700936,SO-11084,2026-08-29 15:24,EUR,259.64,3.88
PY-700937,SO-11105,2026-08-29 16:39,EUR,58.67,1.07
PY-700938,SO-10156,2026-08-29 19:47,EUR,107.95,1.76
PY-700939,SO-10934,2026-08-29 20:31,EUR,337.22,4.97
PY-700941,SO-10467,2026-08-29 21:44,EUR,279.58,4.16
PY-700940,SO-10446,2026-08-29 21:48,EUR,462.98,6.73
PY-700942,SO-10341,2026-08-29 21:53,EUR,201.79,3.08
PY-700943,SO-10308,2026-08-29 21:53,EUR,29.90,0.67
PY-700945,SO-10835,2026-08-29 22:10,EUR,272.99,4.07
PY-700944,SO-10541,2026-08-29 22:28,EUR,399.84,5.85
PY-700946,SO-10158,2026-08-30 00:00,EUR,371.08,5.45
PY-700947,SO-10919,2026-08-30 00:47,EUR,400.46,5.86
PY-700948,SO-10451,2026-08-30 01:33,EUR,447.18,6.51
PY-700949,SO-10632,2026-08-30 03:03,EUR,131.45,2.09
PY-700950,SO-10515,2026-08-30 04:06,EUR,244.46,3.67
PY-700952,SO-11004,2026-08-30 05:05,EUR,451.16,6.57
PY-700951,SO-10902,2026-08-30 05:11,EUR,198.77,3.03
PY-700954,SO-10588,2026-08-30 08:43,EUR,162.86,2.81
PY-700953,SO-11057,2026-08-30 08:52,EUR,357.35,5.25
PY-700955,SO-10673,2026-08-30 10:14,EUR,155.47,2.43
PY-700957,SO-10960,2026-08-30 10:54,EUR,385.03,5.64
PY-700956,SO-10171,2026-08-30 11:23,EUR,47.49,0.91
PY-700958,SO-10921,2026-08-30 13:20,EUR,381.41,5.59
PY-700959,SO-10153,2026-08-30 14:04,EUR,330.72,4.88
PY-700961,SO-10990,2026-08-30 14:17,EUR,194.73,2.98
PY-700960,SO-10331,2026-08-30 14:25,EUR,373.23,5.48
PY-700962,SO-10687,2026-08-30 14:37,EUR,451.73,6.57
PY-700965,SO-10132,2026-08-30 15:55,EUR,229.12,3.46
PY-700964,SO-10003,2026-08-30 16:00,EUR,413.63,6.04
PY-700963,SO-10966,2026-08-30 16:13,EUR,77.37,1.33
PY-700966,SO-10642,2026-08-30 16:33,EUR,192.01,2.94
PY-700968,SO-10497,2026-08-30 17:36,EUR,296.45,4.40
PY-700967,SO-10457,2026-08-30 17:43,EUR,161.86,2.52
PY-700969,SO-11197,2026-08-30 19:09,EUR,331.45,4.89
PY-700970,SO-10352,2026-08-30 19:33,EUR,49.94,0.95
PY-700971,SO-10392,2026-08-30 19:39,EUR,66.15,1.18
PY-700972,SO-10415,2026-08-30 20:18,EUR,278.95,4.16
PY-700973,SO-10323,2026-08-30 20:34,EUR,44.87,0.88
PY-700974,SO-10733,2026-08-30 20:55,EUR,218.34,3.31
PY-700975,SO-10624,2026-08-30 21:14,EUR,149.50,2.34
PY-700976,SO-10328,2026-08-30 21:23,EUR,462.29,6.72
PY-700977,SO-10961,2026-08-30 21:27,EUR,37.19,0.77
PY-700978,SO-10774,2026-08-30 21:31,EUR,376.11,5.52
PY-700979,SO-11160,2026-08-30 22:16,EUR,55.58,1.03
PY-700980,SO-10749,2026-08-31 00:04,EUR,305.55,4.53
PY-700981,SO-11137,2026-08-31 01:51,EUR,450.52,6.56
PY-700982,SO-10644,2026-08-31 03:17,EUR,472.64,6.87
PY-700983,SO-11134,2026-08-31 04:41,EUR,251.16,3.77
PY-700984,SO-10526,2026-08-31 05:11,EUR,77.95,1.34
PY-700985,SO-10369,2026-08-31 07:14,EUR,243.33,3.66
PY-700986,SO-10312,2026-08-31 07:56,EUR,178.82,2.75
PY-700987,SO-10005,2026-08-31 08:02,EUR,51.05,0.96
PY-700988,SO-10131,2026-08-31 08:23,EUR,123.23,1.98
PY-700989,SO-10945,2026-08-31 08:39,EUR,253.39,3.80
PY-700990,SO-10408,2026-08-31 09:22,EUR,388.93,5.70
PY-700991,SO-10671,2026-08-31 10:25,EUR,67.83,1.20
PY-700992,SO-10788,2026-08-31 11:22,EUR,316.90,4.69
PY-700993,SO-10876,2026-08-31 11:33,EUR,137.29,2.17
PY-700995,SO-10481,2026-08-31 12:17,EUR,451.67,6.57
PY-700996,SO-11081,2026-08-31 12:27,EUR,33.34,0.72
PY-700994,SO-10216,2026-08-31 12:33,EUR,150.73,2.36
PY-700997,SO-11139,2026-08-31 13:31,EUR,274.27,4.09
PY-700998,SO-11018,2026-08-31 13:39,EUR,132.94,2.11
PY-700999,SO-10267,2026-08-31 14:08,EUR,282.43,4.20
PY-701001,SO-11099,2026-08-31 15:04,EUR,131.48,2.09
PY-701000,SO-11085,2026-08-31 15:08,EUR,166.55,2.58
PY-701002,SO-10278,2026-08-31 16:16,EUR,299.01,4.44
PY-701004,SO-10661,2026-08-31 17:22,EUR,154.62,2.41
PY-701003,SO-10268,2026-08-31 17:26,EUR,158.15,2.46
PY-701006,SO-10410,2026-08-31 17:43,EUR,120.30,1.93
PY-701005,SO-10857,2026-08-31 17:46,EUR,165.13,2.56
PY-701007,SO-11146,2026-08-31 18:14,EUR,444.36,6.47
PY-701008,SO-11043,2026-08-31 19:01,EUR,210.16,3.19
PY-701009,SO-11163,2026-08-31 19:58,EUR,402.29,5.88
PY-701010,SO-10181,2026-08-31 20:27,EUR,37.74,0.78
PY-701011,SO-10768,2026-08-31 21:49,EUR,465.28,6.76
PY-701012,SO-10271,2026-08-31 22:33,EUR,153.68,2.40
PY-701013,SO-10532,2026-08-31 23:11,EUR,222.85,3.37
PY-701014,SO-11149,2026-09-01 00:09,EUR,240.97,3.62
PY-701015,SO-10577,2026-09-01 00:43,EUR,72.69,1.27
PY-701016,SO-10024,2026-09-01 01:01,EUR,389.21,5.70
PY-701017,SO-10637,2026-09-01 01:29,EUR,269.10,4.02
PY-701018,SO-10745,2026-09-01 01:49,EUR,40.69,0.82
PY-701019,SO-11083,2026-09-01 01:50,EUR,156.48,2.44
PY-701020,SO-10765,2026-09-01 02:09,EUR,79.90,1.37
PY-701021,SO-10995,2026-09-01 02:15,EUR,338.93,5.00
PY-701022,SO-10530,2026-09-01 02:56,EUR,284.16,4.23
PY-701023,SO-10239,2026-09-01 04:04,EUR,57.15,1.05
PY-701024,SO-10177,2026-09-01 04:41,EUR,140.58,2.22
PY-701025,SO-10778,2026-09-01 04:52,EUR,122.63,1.97
PY-701027,SO-10014,2026-09-01 06:05,EUR,222.82,3.37
PY-701028,SO-10155,2026-09-01 06:13,EUR,379.83,5.57
PY-701026,SO-10119,2026-09-01 06:17,EUR,221.81,3.36
PY-701029,SO-10488,2026-09-01 06:44,EUR,96.20,1.60
PY-701030,SO-10527,2026-09-01 07:48,EUR,82.44,1.40
PY-701032,SO-10493,2026-09-01 08:15,EUR,455.85,6.63
PY-701031,SO-10289,2026-09-01 08:17,EUR,281.88,4.20
PY-701034,SO-10113,2026-09-01 09:00,EUR,405.85,5.93
PY-701033,SO-10518,2026-09-01 09:10,EUR,476.56,6.92
