Transaction Date,Type,Order,Card Brand,Card Source,Payout Status,Payout Date,Available On,Amount,Fee,Net
2026-03-11 19:20:12,charge,#8309,visa,online,paid,2026-03-13,2026-03-13,420.00,6.55,413.45
2026-03-11 19:25:39,charge,#8310,master,online,paid,2026-03-13,2026-03-13,189.00,3.08,185.92
2026-03-11 19:37:09,charge,#8312,master,online,paid,2026-03-13,2026-03-13,178.00,2.92,175.08
2026-03-11 19:52:09,charge,#8315,master,online,paid,2026-03-13,2026-03-13,101.95,1.78,100.17
2026-03-11 19:58:29,charge,#8317,visa,online,paid,2026-03-13,2026-03-13,38.95,0.83,38.12
2026-03-11 22:16:07,charge,#8328,visa,online,paid,2026-03-13,2026-03-13,38.95,0.83,38.12
2026-03-11 23:34:23,refund,#7459,master,online,paid,2026-03-13,2026-03-13,-28.42,0.00,-28.42
2026-03-11 23:36:41,charge,#8329,master,online,paid,2026-03-13,2026-03-13,105.00,1.82,103.18
2026-03-11 23:43:59,charge,#8330,master,online,paid,2026-03-13,2026-03-13,189.00,3.08,185.92
2026-03-12 00:21:20,charge,#8331,master,online,paid,2026-03-16,2026-03-16,557.00,8.60,548.40
2026-03-12 01:09:19,charge,#8332,master,online,paid,2026-03-16,2026-03-16,89.00,1.58,87.42
2026-03-12 02:11:22,refund,#6281,master,online,paid,2026-03-16,2026-03-16,-41.08,0.00,-41.08
2026-03-12 02:51:37,charge,#8334,master,google_pay,paid,2026-03-16,2026-03-16,417.00,6.50,410.50
2026-03-12 06:00:00,adjustment,,,,paid,2026-03-16,2026-03-16,-23.40,0.00,-23.40
2026-03-12 07:12:36,charge,#8336,visa,online,paid,2026-03-16,2026-03-16,68.95,1.28,67.67
2026-03-12 08:05:20,charge,#8337,visa,online,paid,2026-03-16,2026-03-16,38.95,0.83,38.12
2026-03-12 08:12:42,charge,#8338,visa,apple_pay,paid,2026-03-16,2026-03-16,279.00,4.44,274.56
2026-03-12 09:21:33,charge,#8341,visa,online,paid,2026-03-16,2026-03-16,99.00,1.74,97.26
2026-03-12 10:07:10,charge,#8345,master,online,paid,2026-03-16,2026-03-16,48.00,0.97,47.03
2026-03-12 10:25:48,charge,#8346,visa,google_pay,paid,2026-03-16,2026-03-16,357.00,5.60,351.40
2026-03-12 12:09:38,charge,#8351,visa,google_pay,paid,2026-03-16,2026-03-16,189.00,3.08,185.92
2026-03-12 12:26:14,charge,#8353,master,online,paid,2026-03-16,2026-03-16,315.00,4.98,310.02
2026-03-12 12:57:39,charge,#8355,master,online,paid,2026-03-16,2026-03-16,324.00,5.11,318.89
2026-03-12 13:24:12,charge,#8358,visa,online,paid,2026-03-16,2026-03-16,113.00,1.94,111.06
2026-03-12 15:11:24,charge,#8363,visa,online,paid,2026-03-16,2026-03-16,81.95,1.48,80.47
2026-03-12 16:09:52,charge,#8364,master,online,paid,2026-03-16,2026-03-16,457.00,7.10,449.90
2026-03-12 16:35:51,refund,#7596,visa,apple_pay,paid,2026-03-16,2026-03-16,-42.95,0.00,-42.95
2026-03-12 16:54:54,charge,#8366,master,online,paid,2026-03-16,2026-03-16,370.00,5.80,364.20
2026-03-12 17:17:59,refund,#6920,visa,online,paid,2026-03-16,2026-03-16,-139.00,0.00,-139.00
2026-03-12 17:18:55,refund,#7273,american_express,google_pay,paid,2026-03-16,2026-03-16,-94.86,0.00,-94.86
2026-03-12 17:38:16,charge,#8368,master,apple_pay,paid,2026-03-16,2026-03-16,279.00,4.44,274.56
2026-03-12 18:06:33,refund,#7995,master,online,paid,2026-03-16,2026-03-16,-326.00,0.00,-326.00
2026-03-12 18:11:44,charge,#8369,american_express,apple_pay,paid,2026-03-16,2026-03-16,113.00,3.53,109.47
2026-03-12 18:22:10,refund,#6914,master,online,paid,2026-03-16,2026-03-16,-60.95,0.00,-60.95
2026-03-12 18:40:04,charge,#8370,visa,online,paid,2026-03-16,2026-03-16,127.00,2.16,124.84
2026-03-12 19:12:09,charge,#8373,master,online,paid,2026-03-16,2026-03-16,33.95,0.76,33.19
2026-03-12 19:13:44,refund,#6821,master,online,paid,2026-03-16,2026-03-16,-111.22,0.00,-111.22
2026-03-12 19:32:58,charge,#8374,master,online,paid,2026-03-16,2026-03-16,218.00,3.52,214.48
2026-03-12 20:03:35,charge,#8376,visa,google_pay,paid,2026-03-16,2026-03-16,105.00,1.82,103.18
2026-03-12 20:06:01,charge,#8377,visa,online,paid,2026-03-16,2026-03-16,266.40,4.25,262.15
2026-03-12 20:09:33,charge,#8378,visa,online,paid,2026-03-16,2026-03-16,584.10,9.01,575.09
2026-03-12 20:27:08,charge,#8379,visa,online,paid,2026-03-16,2026-03-16,168.00,2.77,165.23
2026-03-12 20:30:04,charge,#8380,visa,apple_pay,paid,2026-03-16,2026-03-16,290.95,4.61,286.34
2026-03-12 20:55:02,charge,#8382,master,online,paid,2026-03-16,2026-03-16,189.00,3.08,185.92
2026-03-12 20:56:44,charge,#8383,visa,online,paid,2026-03-16,2026-03-16,42.95,0.89,42.06
2026-03-12 20:58:57,charge,#8384,visa,apple_pay,paid,2026-03-16,2026-03-16,438.00,6.82,431.18
2026-03-12 21:00:24,charge,#8385,master,online,paid,2026-03-16,2026-03-16,52.95,1.04,51.91
2026-03-12 21:47:25,charge,#8389,master,apple_pay,paid,2026-03-16,2026-03-16,396.00,6.19,389.81
2026-03-12 22:51:11,charge,#8391,master,online,paid,2026-03-16,2026-03-16,33.95,0.76,33.19
2026-03-12 23:07:43,charge,#8392,master,online,paid,2026-03-16,2026-03-16,139.00,2.34,136.66
2026-03-12 23:14:36,charge,#8393,master,online,paid,2026-03-16,2026-03-16,83.00,1.50,81.50
2026-03-13 00:41:45,charge,#8396,visa,online,paid,2026-03-17,2026-03-17,329.00,5.18,323.82
2026-03-13 00:45:25,charge,#8397,visa,online,paid,2026-03-17,2026-03-17,29.00,0.68,28.32
2026-03-13 00:45:50,refund,#7064,visa,online,paid,2026-03-17,2026-03-17,-38.25,0.00,-38.25
2026-03-13 01:04:28,charge,#8398,master,google_pay,paid,2026-03-17,2026-03-17,123.00,2.10,120.90
2026-03-13 01:22:40,charge,#8399,master,online,paid,2026-03-17,2026-03-17,42.95,0.89,42.06
2026-03-13 03:10:08,charge,#8401,american_express,online,paid,2026-03-17,2026-03-17,498.00,14.69,483.31
2026-03-13 03:37:41,charge,#8402,visa,online,paid,2026-03-17,2026-03-17,89.00,1.58,87.42
2026-03-13 03:58:25,refund,#6264,master,online,paid,2026-03-17,2026-03-17,-89.00,0.00,-89.00
2026-03-13 06:08:34,charge,#8404,visa,online,paid,2026-03-17,2026-03-17,89.00,1.58,87.42
2026-03-13 09:06:35,charge,#8408,master,apple_pay,paid,2026-03-17,2026-03-17,69.95,1.30,68.65
2026-03-13 09:08:01,charge,#8409,master,apple_pay,paid,2026-03-17,2026-03-17,138.00,2.32,135.68
2026-03-13 09:12:43,charge,#8411,visa,apple_pay,paid,2026-03-17,2026-03-17,42.95,0.89,42.06
2026-03-13 09:21:08,charge,#8412,visa,online,paid,2026-03-17,2026-03-17,799.95,12.25,787.70
2026-03-13 10:07:07,charge,#8414,visa,apple_pay,paid,2026-03-17,2026-03-17,455.00,7.08,447.92
2026-03-13 11:02:35,charge,#8417,master,online,paid,2026-03-17,2026-03-17,114.00,1.96,112.04
2026-03-13 12:00:59,charge,#8422,master,online,paid,2026-03-17,2026-03-17,138.00,2.32,135.68
2026-03-13 12:05:25,charge,#8423,visa,online,paid,2026-03-17,2026-03-17,285.95,4.54,281.41
2026-03-13 12:29:22,charge,#8425,visa,online,paid,2026-03-17,2026-03-17,267.00,4.26,262.74
2026-03-13 12:42:32,charge,#8426,visa,online,paid,2026-03-17,2026-03-17,564.00,8.71,555.29
2026-03-13 12:49:45,charge,#8428,visa,online,paid,2026-03-17,2026-03-17,187.20,3.06,184.14
2026-03-13 13:03:42,charge,#8429,visa,online,paid,2026-03-17,2026-03-17,49.95,1.00,48.95
2026-03-13 13:26:57,charge,#8430,visa,apple_pay,paid,2026-03-17,2026-03-17,73.95,1.36,72.59
2026-03-13 13:32:24,charge,#8431,visa,online,paid,2026-03-17,2026-03-17,99.00,1.74,97.26
2026-03-13 14:01:27,charge,#8433,visa,online,paid,2026-03-17,2026-03-17,99.00,1.74,97.26
2026-03-13 14:16:03,charge,#8435,visa,online,paid,2026-03-17,2026-03-17,418.00,6.52,411.48
2026-03-13 15:33:02,charge,#8436,visa,google_pay,paid,2026-03-17,2026-03-17,129.00,2.18,126.82
2026-03-13 15:53:10,charge,#8439,master,online,paid,2026-03-17,2026-03-17,1005.00,15.32,989.68
2026-03-13 16:10:25,charge,#8442,visa,online,paid,2026-03-17,2026-03-17,366.95,5.75,361.20
2026-03-13 16:24:24,charge,#8444,visa,online,paid,2026-03-17,2026-03-17,31.95,0.73,31.22
2026-03-13 16:33:13,charge,#8445,master,apple_pay,paid,2026-03-17,2026-03-17,28.95,0.68,28.27
2026-03-13 16:36:23,charge,#8446,visa,online,paid,2026-03-17,2026-03-17,239.95,3.85,236.10
2026-03-13 16:49:38,charge,#8447,visa,online,paid,2026-03-17,2026-03-17,158.00,2.62,155.38
2026-03-13 17:15:21,charge,#8449,visa,online,paid,2026-03-17,2026-03-17,38.95,0.83,38.12
2026-03-13 17:20:52,charge,#8450,master,online,paid,2026-03-17,2026-03-17,29.95,0.70,29.25
2026-03-13 17:40:27,charge,#8452,visa,apple_pay,paid,2026-03-17,2026-03-17,222.95,3.59,219.36
2026-03-13 18:05:12,charge,#8456,visa,online,paid,2026-03-17,2026-03-17,33.95,0.76,33.19
2026-03-13 18:06:33,charge,#8457,visa,apple_pay,paid,2026-03-17,2026-03-17,142.00,2.38,139.62
2026-03-13 18:18:22,charge,#8458,visa,google_pay,paid,2026-03-17,2026-03-17,38.95,0.83,38.12
2026-03-13 18:24:31,charge,#8461,visa,online,paid,2026-03-17,2026-03-17,49.95,1.00,48.95
2026-03-13 19:11:42,refund,#6635,visa,online,paid,2026-03-17,2026-03-17,-207.00,0.00,-207.00
2026-03-13 19:19:35,charge,#8465,visa,apple_pay,paid,2026-03-17,2026-03-17,260.95,4.16,256.79
2026-03-13 19:26:23,charge,#8467,master,online,paid,2026-03-17,2026-03-17,20.15,0.55,19.60
2026-03-13 20:51:44,charge,#8474,visa,online,paid,2026-03-17,2026-03-17,119.00,2.04,116.96
2026-03-13 21:12:04,charge,#8476,visa,online,paid,2026-03-17,2026-03-17,157.00,2.60,154.40
2026-03-13 21:25:50,charge,#8477,master,online,paid,2026-03-17,2026-03-17,81.95,1.48,80.47
2026-03-13 21:35:09,charge,#8479,visa,online,paid,2026-03-17,2026-03-17,320.95,5.06,315.89
2026-03-13 21:59:41,charge,#8481,master,online,paid,2026-03-17,2026-03-17,73.95,1.36,72.59
2026-03-13 22:06:14,refund,#8288,master,online,paid,2026-03-17,2026-03-17,-338.00,0.00,-338.00
2026-03-13 22:26:08,charge,#8482,master,apple_pay,paid,2026-03-17,2026-03-17,111.95,1.93,110.02
2026-03-13 22:40:26,charge,#8483,visa,apple_pay,paid,2026-03-17,2026-03-17,89.00,1.58,87.42
2026-03-13 23:24:33,charge,#8484,visa,google_pay,paid,2026-03-17,2026-03-17,89.00,1.58,87.42
2026-03-13 23:56:34,charge,#8487,visa,online,paid,2026-03-17,2026-03-17,67.95,1.27,66.68
2026-03-14 00:58:50,charge,#8488,master,apple_pay,paid,2026-03-17,2026-03-17,29.25,0.69,28.56
2026-03-14 02:21:25,charge,#8489,visa,online,paid,2026-03-17,2026-03-17,33.95,0.76,33.19
2026-03-14 03:44:20,refund,#7551,visa,online,paid,2026-03-17,2026-03-17,-86.94,0.00,-86.94
2026-03-14 05:48:08,refund,#6406,master,apple_pay,paid,2026-03-17,2026-03-17,-189.00,0.00,-189.00
2026-03-14 06:00:37,charge,#8492,master,online,paid,2026-03-17,2026-03-17,99.00,1.74,97.26
2026-03-14 08:01:21,charge,#8496,visa,apple_pay,paid,2026-03-17,2026-03-17,33.95,0.76,33.19
2026-03-14 08:20:40,charge,#8497,visa,online,paid,2026-03-17,2026-03-17,345.00,5.42,339.58
2026-03-14 08:28:55,charge,#8499,visa,online,paid,2026-03-17,2026-03-17,68.95,1.28,67.67
2026-03-14 10:04:14,charge,#8506,master,online,paid,2026-03-17,2026-03-17,64.15,1.21,62.94
2026-03-14 10:09:49,charge,#8507,master,online,paid,2026-03-17,2026-03-17,98.00,1.72,96.28
2026-03-14 10:10:20,charge,#8508,visa,online,paid,2026-03-17,2026-03-17,291.00,4.62,286.38
2026-03-14 10:15:33,charge,#8509,visa,online,paid,2026-03-17,2026-03-17,177.00,2.90,174.10
2026-03-14 10:42:16,charge,#8514,visa,online,paid,2026-03-17,2026-03-17,163.00,2.70,160.30
2026-03-14 11:34:08,charge,#8516,visa,online,paid,2026-03-17,2026-03-17,62.95,1.19,61.76
2026-03-14 11:35:07,charge,#8517,master,apple_pay,paid,2026-03-17,2026-03-17,62.95,1.19,61.76
2026-03-14 12:26:18,charge,#8519,visa,online,paid,2026-03-17,2026-03-17,382.50,5.99,376.51
2026-03-14 13:05:54,charge,#8524,visa,online,paid,2026-03-17,2026-03-17,517.00,8.00,509.00
2026-03-14 13:07:24,charge,#8525,master,online,paid,2026-03-17,2026-03-17,141.00,2.36,138.64
2026-03-14 13:43:24,charge,#8528,master,online,paid,2026-03-17,2026-03-17,170.00,2.80,167.20
2026-03-14 13:51:53,charge,#8529,visa,online,paid,2026-03-17,2026-03-17,150.00,2.50,147.50
2026-03-14 14:10:10,charge,#8530,visa,apple_pay,paid,2026-03-17,2026-03-17,525.00,8.12,516.88
2026-03-14 14:36:23,charge,#8534,visa,online,paid,2026-03-17,2026-03-17,115.95,1.99,113.96
2026-03-14 14:48:29,charge,#8535,master,online,paid,2026-03-17,2026-03-17,326.00,5.14,320.86
2026-03-14 14:51:30,charge,#8537,visa,apple_pay,paid,2026-03-17,2026-03-17,251.10,4.02,247.08
2026-03-14 17:02:47,charge,#8547,master,online,paid,2026-03-17,2026-03-17,308.95,4.88,304.07
2026-03-14 17:03:47,charge,#8548,visa,apple_pay,paid,2026-03-17,2026-03-17,318.00,5.02,312.98
2026-03-14 17:14:59,charge,#8550,master,online,paid,2026-03-17,2026-03-17,237.00,3.80,233.20
2026-03-14 17:28:40,charge,#8554,visa,apple_pay,paid,2026-03-17,2026-03-17,510.95,7.91,503.04
2026-03-14 17:42:01,charge,#8555,visa,google_pay,paid,2026-03-17,2026-03-17,119.00,2.04,116.96
2026-03-14 17:50:44,charge,#8556,visa,online,paid,2026-03-17,2026-03-17,159.95,2.65,157.30
2026-03-14 18:03:40,charge,#8559,master,online,paid,2026-03-17,2026-03-17,79.20,1.44,77.76
2026-03-14 18:31:47,charge,#8562,visa,online,paid,2026-03-17,2026-03-17,81.00,1.46,79.54
2026-03-14 19:07:37,refund,#7522,visa,apple_pay,paid,2026-03-17,2026-03-17,-119.00,0.00,-119.00
2026-03-14 19:18:26,charge,#8565,visa,online,paid,2026-03-17,2026-03-17,197.00,3.20,193.80
2026-03-14 20:01:14,charge,#8570,master,online,paid,2026-03-17,2026-03-17,67.95,1.27,66.68
2026-03-14 20:01:38,charge,#8571,master,online,paid,2026-03-17,2026-03-17,42.95,0.89,42.06
2026-03-14 20:04:01,charge,#8573,master,online,paid,2026-03-17,2026-03-17,714.60,10.97,703.63
2026-03-14 20:07:48,charge,#8575,visa,online,paid,2026-03-17,2026-03-17,171.20,2.82,168.38
2026-03-14 20:23:30,charge,#8577,visa,online,paid,2026-03-17,2026-03-17,218.00,3.52,214.48
2026-03-14 20:32:15,refund,#6347,master,google_pay,paid,2026-03-17,2026-03-17,-68.95,0.00,-68.95
2026-03-14 20:46:09,charge,#8580,visa,online,paid,2026-03-17,2026-03-17,560.00,8.65,551.35
2026-03-14 20:58:21,charge,#8581,master,online,paid,2026-03-17,2026-03-17,189.00,3.08,185.92
2026-03-14 21:00:35,charge,#8583,visa,online,paid,2026-03-17,2026-03-17,31.95,0.73,31.22
2026-03-14 21:23:19,charge,#8588,master,online,paid,2026-03-17,2026-03-17,337.00,5.30,331.70
2026-03-14 21:36:32,charge,#8590,master,online,paid,2026-03-17,2026-03-17,387.00,6.06,380.94
2026-03-14 21:38:56,charge,#8592,master,online,paid,2026-03-17,2026-03-17,73.95,1.36,72.59
2026-03-14 21:40:14,charge,#8594,american_express,online,paid,2026-03-17,2026-03-17,176.00,5.35,170.65
2026-03-14 21:57:56,charge,#8596,master,online,paid,2026-03-17,2026-03-17,348.00,5.47,342.53
2026-03-14 22:01:23,charge,#8597,master,online,paid,2026-03-17,2026-03-17,31.95,0.73,31.22
2026-03-14 22:42:58,charge,#8601,american_express,google_pay,paid,2026-03-17,2026-03-17,278.00,8.31,269.69
2026-03-14 22:57:29,charge,#8602,master,online,paid,2026-03-17,2026-03-17,103.95,1.81,102.14
2026-03-14 23:54:13,charge,#8604,master,apple_pay,paid,2026-03-17,2026-03-17,359.95,5.65,354.30
2026-03-15 00:59:27,charge,#8606,visa,online,paid,2026-03-17,2026-03-17,79.20,1.44,77.76
2026-03-15 01:47:25,charge,#8608,visa,online,paid,2026-03-17,2026-03-17,81.00,1.46,79.54
2026-03-15 02:20:00,charge,#8609,american_express,online,paid,2026-03-17,2026-03-17,278.00,8.31,269.69
2026-03-15 02:20:35,charge,#8610,visa,online,paid,2026-03-17,2026-03-17,111.20,1.92,109.28
2026-03-15 05:53:41,charge,#8612,visa,online,paid,2026-03-17,2026-03-17,23.95,0.61,23.34
2026-03-15 06:26:13,charge,#8614,visa,apple_pay,paid,2026-03-17,2026-03-17,186.00,3.04,182.96
2026-03-15 08:11:04,charge,#8616,visa,online,paid,2026-03-17,2026-03-17,31.95,0.73,31.22
2026-03-15 08:24:10,charge,#8617,visa,online,paid,2026-03-17,2026-03-17,249.00,3.98,245.02
2026-03-15 08:34:28,charge,#8619,master,apple_pay,paid,2026-03-17,2026-03-17,658.00,10.12,647.88
2026-03-15 09:01:55,charge,#8621,master,online,paid,2026-03-17,2026-03-17,89.00,1.58,87.42
2026-03-15 09:14:15,charge,#8623,visa,online,paid,2026-03-17,2026-03-17,89.00,1.58,87.42
2026-03-15 09:24:57,refund,#6502,visa,google_pay,paid,2026-03-17,2026-03-17,-138.00,0.00,-138.00
2026-03-15 09:26:42,charge,#8625,master,apple_pay,paid,2026-03-17,2026-03-17,38.95,0.83,38.12
2026-03-15 10:12:43,charge,#8629,visa,google_pay,paid,2026-03-17,2026-03-17,33.95,0.76,33.19
2026-03-15 10:15:29,charge,#8630,visa,online,paid,2026-03-17,2026-03-17,31.95,0.73,31.22
2026-03-15 10:16:58,charge,#8631,visa,online,paid,2026-03-17,2026-03-17,23.95,0.61,23.34
2026-03-15 10:19:09,charge,#8632,visa,online,paid,2026-03-17,2026-03-17,882.40,13.49,868.91
2026-03-15 10:47:33,charge,#8637,master,online,paid,2026-03-17,2026-03-17,81.00,1.46,79.54
2026-03-15 10:57:18,charge,#8639,master,online,paid,2026-03-17,2026-03-17,23.95,0.61,23.34
2026-03-15 11:12:51,charge,#8641,american_express,apple_pay,paid,2026-03-17,2026-03-17,41.95,1.47,40.48
2026-03-15 11:26:28,charge,#8644,american_express,google_pay,paid,2026-03-17,2026-03-17,89.00,2.83,86.17
2026-03-15 11:32:07,charge,#8645,visa,online,paid,2026-03-17,2026-03-17,68.95,1.28,67.67
2026-03-15 11:33:39,charge,#8646,american_express,apple_pay,paid,2026-03-17,2026-03-17,647.95,19.04,628.91
2026-03-15 12:07:22,charge,#8648,american_express,online,paid,2026-03-17,2026-03-17,157.00,4.80,152.20
2026-03-15 12:16:23,charge,#8651,master,online,paid,2026-03-17,2026-03-17,258.00,4.12,253.88
2026-03-15 12:20:11,charge,#8652,visa,online,paid,2026-03-17,2026-03-17,32.15,0.73,31.42
2026-03-15 12:21:00,charge,#8653,master,online,paid,2026-03-17,2026-03-17,98.00,1.72,96.28
2026-03-15 12:30:55,charge,#8655,american_express,google_pay,paid,2026-03-17,2026-03-17,40.15,1.41,38.74
2026-03-15 12:44:48,charge,#8656,visa,online,paid,2026-03-17,2026-03-17,297.00,4.70,292.30
2026-03-15 12:56:54,charge,#8659,master,online,paid,2026-03-17,2026-03-17,50.95,1.01,49.94
2026-03-15 13:20:31,charge,#8662,visa,online,paid,2026-03-17,2026-03-17,98.10,1.72,96.38
2026-03-15 13:53:11,charge,#8667,master,online,paid,2026-03-17,2026-03-17,668.00,10.27,657.73
2026-03-15 14:03:14,charge,#8669,visa,online,paid,2026-03-17,2026-03-17,128.00,2.17,125.83
2026-03-15 14:16:44,charge,#8671,visa,online,paid,2026-03-17,2026-03-17,69.00,1.28,67.72
2026-03-15 14:17:00,charge,#8672,visa,apple_pay,paid,2026-03-17,2026-03-17,376.00,5.89,370.11
2026-03-15 14:35:11,refund,#6839,master,online,paid,2026-03-17,2026-03-17,-59.77,0.00,-59.77
2026-03-15 14:39:18,charge,#8673,american_express,online,paid,2026-03-17,2026-03-17,55.95,1.87,54.08
2026-03-15 15:09:50,charge,#8678,visa,apple_pay,paid,2026-03-17,2026-03-17,38.95,0.83,38.12
2026-03-15 15:12:59,charge,#8679,master,online,paid,2026-03-17,2026-03-17,69.00,1.28,67.72
2026-03-15 15:19:35,charge,#8680,visa,google_pay,paid,2026-03-17,2026-03-17,98.00,1.72,96.28
2026-03-15 15:22:25,charge,#8681,visa,online,paid,2026-03-17,2026-03-17,93.00,1.64,91.36
2026-03-15 15:24:22,charge,#8682,master,google_pay,paid,2026-03-17,2026-03-17,287.00,4.56,282.44
2026-03-15 15:36:40,charge,#8685,visa,online,paid,2026-03-17,2026-03-17,81.95,1.48,80.47
2026-03-15 15:40:17,charge,#8686,master,apple_pay,paid,2026-03-17,2026-03-17,89.00,1.58,87.42
2026-03-15 15:57:42,charge,#8689,visa,online,paid,2026-03-17,2026-03-17,189.00,3.08,185.92
2026-03-15 16:03:20,charge,#8690,visa,online,paid,2026-03-17,2026-03-17,28.95,0.68,28.27
2026-03-15 16:09:58,charge,#8691,master,apple_pay,paid,2026-03-17,2026-03-17,73.95,1.36,72.59
2026-03-15 16:20:36,refund,#6411,master,online,paid,2026-03-17,2026-03-17,-189.00,0.00,-189.00
2026-03-15 16:24:20,charge,#8693,visa,apple_pay,paid,2026-03-17,2026-03-17,205.00,3.32,201.68
2026-03-15 16:50:23,refund,#6759,visa,online,paid,2026-03-17,2026-03-17,-328.00,0.00,-328.00
2026-03-15 17:04:38,charge,#8696,visa,online,paid,2026-03-17,2026-03-17,468.15,7.27,460.88
2026-03-15 17:26:38,charge,#8700,master,online,paid,2026-03-17,2026-03-17,198.00,3.22,194.78
2026-03-15 17:36:13,charge,#8702,visa,online,paid,2026-03-17,2026-03-17,31.95,0.73,31.22
2026-03-15 17:42:57,charge,#8703,visa,online,paid,2026-03-17,2026-03-17,81.95,1.48,80.47
2026-03-15 17:48:07,charge,#8704,master,apple_pay,paid,2026-03-17,2026-03-17,42.95,0.89,42.06
2026-03-15 18:01:17,charge,#8707,visa,online,paid,2026-03-17,2026-03-17,249.00,3.98,245.02
2026-03-15 18:31:21,charge,#8711,master,online,paid,2026-03-17,2026-03-17,252.00,4.03,247.97
2026-03-15 18:47:51,charge,#8713,visa,online,paid,2026-03-17,2026-03-17,218.00,3.52,214.48
2026-03-15 19:37:58,charge,#8720,master,online,paid,2026-03-17,2026-03-17,109.00,1.88,107.12
2026-03-15 19:48:46,charge,#8723,master,apple_pay,paid,2026-03-17,2026-03-17,28.15,0.67,27.48
2026-03-15 20:10:26,charge,#8724,american_express,online,paid,2026-03-17,2026-03-17,378.00,11.21,366.79
2026-03-15 20:27:48,charge,#8726,visa,google_pay,paid,2026-03-17,2026-03-17,233.75,3.76,229.99
2026-03-15 20:32:13,charge,#8727,visa,online,paid,2026-03-17,2026-03-17,327.95,5.17,322.78
2026-03-15 20:34:16,charge,#8729,master,google_pay,paid,2026-03-17,2026-03-17,566.00,8.74,557.26
2026-03-15 20:34:29,charge,#8728,visa,online,paid,2026-03-17,2026-03-17,260.80,4.16,256.64
2026-03-15 20:37:35,charge,#8731,visa,online,paid,2026-03-17,2026-03-17,31.95,0.73,31.22
2026-03-15 20:40:03,charge,#8732,visa,online,paid,2026-03-17,2026-03-17,93.00,1.64,91.36
2026-03-15 20:40:50,charge,#8733,visa,apple_pay,paid,2026-03-17,2026-03-17,249.00,3.98,245.02
2026-03-15 20:50:14,charge,#8734,american_express,apple_pay,paid,2026-03-17,2026-03-17,99.00,3.12,95.88
2026-03-15 20:53:11,charge,#8736,visa,apple_pay,paid,2026-03-17,2026-03-17,26.55,0.65,25.90
2026-03-15 21:19:56,charge,#8739,visa,google_pay,paid,2026-03-17,2026-03-17,393.95,6.16,387.79
2026-03-15 21:28:46,charge,#8741,visa,apple_pay,paid,2026-03-17,2026-03-17,313.00,4.94,308.06
2026-03-15 22:12:40,charge,#8744,visa,online,paid,2026-03-17,2026-03-17,108.00,1.87,106.13
2026-03-15 22:53:09,charge,#8748,visa,online,paid,2026-03-17,2026-03-17,99.00,1.74,97.26
2026-03-15 22:57:49,charge,#8749,master,apple_pay,paid,2026-03-17,2026-03-17,93.95,1.66,92.29
2026-03-15 23:08:32,charge,#8751,master,online,paid,2026-03-17,2026-03-17,170.00,2.80,167.20
2026-03-15 23:41:14,refund,#8023,master,apple_pay,paid,2026-03-17,2026-03-17,-116.00,0.00,-116.00
2026-03-15 23:57:40,refund,#7680,visa,online,paid,2026-03-17,2026-03-17,-8.12,0.00,-8.12
2026-03-16 00:24:58,charge,#8753,visa,online,paid,2026-03-18,2026-03-18,31.95,0.73,31.22
2026-03-16 01:06:23,charge,#8754,visa,online,paid,2026-03-18,2026-03-18,23.95,0.61,23.34
2026-03-16 02:44:25,refund,#7366,visa,apple_pay,paid,2026-03-18,2026-03-18,-34.00,0.00,-34.00
2026-03-16 02:50:09,charge,#8756,visa,online,paid,2026-03-18,2026-03-18,40.95,0.86,40.09
2026-03-16 03:12:47,charge,#8757,master,apple_pay,paid,2026-03-18,2026-03-18,88.00,1.57,86.43
2026-03-16 03:14:44,charge,#8758,visa,online,paid,2026-03-18,2026-03-18,31.95,0.73,31.22
2026-03-16 03:30:35,charge,#8759,visa,apple_pay,paid,2026-03-18,2026-03-18,261.95,4.18,257.77
2026-03-16 04:08:41,charge,#8760,visa,online,paid,2026-03-18,2026-03-18,314.00,4.96,309.04
2026-03-16 04:18:39,charge,#8761,visa,online,paid,2026-03-18,2026-03-18,56.25,1.09,55.16
2026-03-16 05:59:53,charge,#8763,visa,online,paid,2026-03-18,2026-03-18,98.10,1.72,96.38
2026-03-16 06:17:21,charge,#8764,visa,google_pay,paid,2026-03-18,2026-03-18,71.95,1.33,70.62
2026-03-16 07:13:55,charge,#8769,visa,apple_pay,paid,2026-03-18,2026-03-18,134.00,2.26,131.74
2026-03-16 07:21:47,charge,#8770,visa,online,paid,2026-03-18,2026-03-18,73.95,1.36,72.59
2026-03-16 07:48:30,charge,#8772,visa,apple_pay,paid,2026-03-18,2026-03-18,107.00,1.86,105.14
2026-03-16 08:03:08,charge,#8774,master,online,paid,2026-03-18,2026-03-18,26.55,0.65,25.90
2026-03-16 09:13:11,charge,#8779,master,google_pay,paid,2026-03-18,2026-03-18,73.95,1.36,72.59
2026-03-16 10:10:27,charge,#8783,master,online,paid,2026-03-18,2026-03-18,49.95,1.00,48.95
2026-03-16 10:12:37,charge,#8784,visa,online,paid,2026-03-18,2026-03-18,61.95,1.18,60.77
2026-03-16 10:14:30,charge,#8785,master,online,paid,2026-03-18,2026-03-18,52.95,1.04,51.91
2026-03-16 10:28:46,charge,#8787,visa,online,paid,2026-03-18,2026-03-18,134.40,2.27,132.13
